,Player,#,Nation,Pos,Age,Min,Touches_Touches,Def Pen_Touches,Def 3rd_Touches,Mid 3rd_Touches,Att 3rd_Touches,Att Pen_Touches,Live_Touches,Succ_Dribbles,Att_Dribbles,Succ%_Dribbles,#Pl_Dribbles,Megs_Dribbles,Carries_Carries,TotDist_Carries,PrgDist_Carries,Prog_Carries,1/3_Carries,CPA_Carries,Mis_Carries,Dis_Carries,Targ_Receiving,Rec_Receiving,Rec%_Receiving,Prog_Receiving
0,Roberto Soldado,9.0,es  ESP,FW,35-227,45,16,0,1,8,7,4,15,0,1,0.0,0,0,8,26,4,0,0,0,0,1,18,11,61.1,4
1,Luis Javier Suárez,7.0,co  COL,FW,23-038,45,8,0,0,4,5,1,8,1,1,100.0,1,0,4,45,30,3,1,1,0,0,14,2,14.3,1
2,Darwin Machís,11.0,ve  VEN,LW,27-337,64,25,0,4,10,13,3,25,1,1,100.0,1,0,16,103,46,3,0,0,3,2,21,17,81.0,4
3,Kenedy,24.0,br  BRA,LW,24-336,26,6,0,1,1,4,0,5,2,2,100.0,2,0,7,50,19,1,0,0,0,1,6,3,50.0,0
4,Antonio Puertas,10.0,es  ESP,"RW,LB",28-323,90,35,1,7,8,21,1,35,1,2,50.0,1,0,25,163,101,7,0,1,1,2,31,23,74.2,6
5,Ángel Montoro,19.0,es  ESP,AM,32-198,45,25,1,4,12,11,0,20,0,0,,0,0,11,70,11,1,1,0,0,1,22,18,81.8,1
6,Luis Milla,5.0,es  ESP,"AM,CM",26-094,45,21,0,3,16,5,0,16,0,0,,0,0,14,56,34,1,0,0,0,0,16,13,81.3,1
7,Yan Brice Eteki,8.0,cm  CMR,CM,23-136,90,33,0,8,23,2,0,33,1,1,100.0,1,0,21,83,33,1,0,0,0,1,21,19,90.5,1
8,Yangel Herrera,21.0,ve  VEN,CM,23-002,66,35,2,9,21,6,1,35,0,0,,0,0,19,73,18,0,0,0,1,2,31,25,80.6,3
9,Alberto Soro,26.0,es  ESP,"RW,CM",21-306,24,9,0,0,3,7,1,9,0,0,,0,0,7,37,12,1,0,0,0,0,11,6,54.5,1
10,Carlos Neva,15.0,es  ESP,LB,24-211,45,15,0,3,8,6,2,12,0,0,,0,0,8,39,7,1,0,0,0,0,12,9,75.0,2
11,Jesús Vallejo,20.0,es  ESP,"RB,AM",24-004,32,15,0,2,10,4,1,14,1,1,100.0,1,0,10,16,15,2,0,0,1,0,13,13,100.0,0
12,Germán Sánchez,6.0,es  ESP,CB,34-070,90,42,9,25,19,0,0,42,0,0,,0,0,32,117,59,1,0,0,0,0,32,31,96.9,0
13,Domingos Duarte,22.0,pt  POR,CB,25-305,90,45,7,23,26,1,0,45,0,0,,0,0,29,231,138,2,0,0,0,0,34,33,97.1,0
14,Dimitri Foulquier,2.0,fr  FRA,"RB,LB",27-292,90,40,7,16,14,14,0,36,0,2,0.0,0,0,21,68,43,5,3,0,2,2,26,24,92.3,0
15,Rui Silva,1.0,pt  POR,GK,26-337,90,26,22,26,0,0,0,15,0,0,,0,0,9,86,70,0,0,0,0,0,8,8,100.0,0
16,16 Players,,,,,977,396,49,132,183,106,14,365,7,11,63.6,7,0,241,1263,640,29,5,2,8,12,316,255,80.7,24
